0.18485352519308867,0.02290188215499489,68
0.28670707771877957,0.09434460436998765,66
0.2626995128886993,0.03198249025524931,62
0.16814333735496712,0.07547582984804915,66
0.2371773050458954,0.03993381966329346,33
0.24656025652484448,0.08729899996242645,40
0.250735513037534,0.03312414520664484,40
0.19426195548734643,0.09315504177928967,47
0.26357580376839485,0.04644961495813547,43
0.1364002730157709,0.0711934814447685,44
0.07788436955443552,0.03902728460366453,39
0.24464981345509695,0.07577286478369043,35
0.29318444382476677,0.07715496672432196,40
0.18639072043415367,0.09809028137797582,37
0.21041055354812127,0.01229361090548816,29
0.2569432724786092,0.039411162734858306,69
0.06943441417293449,0.0772186247153455,36
0.10366783027068151,0.021003264680255096,56
0.2993293153578237,0.04448681362992629,31
0.15453868485771438,0.038376162884178014,49
0.2797720225807205,0.06296238419050815,57
0.24447734503021373,0.043092944493286815,65
0.27878208957166434,0.06118709953031302,50
0.19359310422542164,0.09915255815940276,69
0.24209840501664281,0.09624799257918282,58
0.2485775600354858,0.010583018462470006,40
0.1727619865740448,0.013337500261727022,43
0.268816644118245,0.07420505663534663,63
0.1633603018305248,0.017369220565990447,44
0.23960195260955353,0.02696731790885481,60
0.17613986730776043,0.04703780424112653,70
0.2503062374688904,0.01983757375010055,56
0.2733302264771555,0.021504602201827323,36
0.1741450703787269,0.07060583746918676,62
0.1443038374117086,0.03355085335181966,65
0.1261566403808715,0.055748150948306055,30
0.27907696218155603,0.0669192949207617,58
0.2506426650623751,0.07949138663677134,68
0.2352107078528538,0.014523693887408168,43
0.07914459715084392,0.03685659338164852,45
0.2867368560381419,0.0184001800433662,46
0.2203052545359372,0.014757455103413095,31
0.2395196942586575,0.02006297810582141,33
0.25281850078877366,0.05022589002820524,66
0.20222670728059694,0.07637081603217913,67
0.2481603593511143,0.015435932634059287,70
0.13168056588439125,0.06313992332954715,68
0.12942329774400735,0.08924283666831227,50
0.15610126263111618,0.0821567528808311,68
0.1592947143691354,0.04137131375005584,40
